path,os,software,category,type
/logs/access_log,*NIX,nginx,Web Servers,log
/logs/error_log,*NIX,nginx,Web Servers,log
/var/log/nginx.access_log,*NIX,nginx,Web Servers,log
/var/log/nginx.error_log,*NIX,nginx,Web Servers,log
/var/log/nginx/access.log,*NIX,nginx,Web Servers,log
/var/log/nginx/access_log,*NIX,nginx,Web Servers,log
/var/log/nginx/error.log,*NIX,nginx,Web Servers,log
/var/log/nginx/error_log,*NIX,nginx,Web Servers,log
/WINDOWS/system32/drivers/etc/hosts,Windows,Windows,Win NT,conf
/WINDOWS/system32/drivers/etc/lmhosts.sam,Windows,Windows,Win NT,conf
/WINDOWS/system32/drivers/etc/networks,Windows,Windows,Win NT,conf
/WINDOWS/system32/drivers/etc/protocol,Windows,Windows,Win NT,conf
/WINDOWS/system32/drivers/etc/services,Windows,Windows,Win NT,conf
/boot.ini,Windows,Windows,Win NT,conf
/WINDOWS/Debug/NetSetup.LOG,Windows,Windows,Win NT,log
/WINDOWS/ODBC.INI,Windows,Windows,Win NT,log
/WINDOWS/WindowsUpdate.log,Windows,Windows,Win NT,log
/WINDOWS/comsetup.log,Windows,Windows,Win NT,log
/WINDOWS/repair/setup.log,Windows,Windows,Win NT,log
/WINDOWS/setupact.log,Windows,Windows,Win NT,log
/WINDOWS/setupapi.log,Windows,Windows,Win NT,log
/WINDOWS/setuperr.log,Windows,Windows,Win NT,log
/WINDOWS/updspapi.log,Windows,Windows,Win NT,log
/WINDOWS/wmsetup.log,Windows,Windows,Win NT,log
